datetime,text,sentiment,source,sentiment_score,hour,day_of_week
2009-05-17 09:40:19,"@Shawn0 Yes, I did. If someone really wants to find me they can. But it's also getting in the way of me meeting cool and interesting ppl ",negative,sentiment140,0.0,9.0,Sunday
2009-06-23 21:39:47,Still doing the same thing ,negative,sentiment140,0.0,21.0,Tuesday
2009-05-10 19:16:28,@bthompson13 I love when people quote Shakespeare and have no idea about the context - &quot;to be or not to be&quot; is a perfect example. ,positive,sentiment140,1.0,19.0,Sunday
2009-06-04 23:18:10,"Morning! Think man-flu may have caught up with me, feel awful  However, being female, life must go on, pass me the paracetamol...",negative,sentiment140,0.0,23.0,Thursday
2009-06-16 20:36:23,"@jittahz No, but I bet you have!  ",negative,sentiment140,0.0,20.0,Tuesday
2009-05-29 18:03:24,She lost.  Guess she couldn't hear me.    soooo...onto That 70s Show reruns.,negative,sentiment140,0.0,18.0,Friday
2009-05-30 14:11:19,@Salembabie wow! Thank you very much! lol ,positive,sentiment140,1.0,14.0,Saturday
2009-05-03 05:38:24,Had a funny thing happen last night when I got out of my car!  Flying to the UK today...back tomorrow night!,positive,sentiment140,1.0,5.0,Sunday
2009-05-29 12:35:48,"@momalicious13 Right  loca. So, when we going shopping for our party clothes? Jen's big 21 in 2 weeks and the bBASH. Let  me know asap",positive,sentiment140,1.0,12.0,Friday
2009-05-31 17:26:46,Going to NJ in morning gotta be up 5:30 AM OMG so I'll be in the crib early ,negative,sentiment140,0.0,17.0,Sunday
2009-06-03 00:54:33,@slidetone I used to always records tapes for girls. It was much more sensual than burning a CD. ,positive,sentiment140,1.0,0.0,Wednesday
2009-06-18 20:52:06,@ChristineRabel Hi Christine. How kind of you! I've missed you too. i have not been tweeting much lately  Very busy with our biz howru,negative,sentiment140,0.0,20.0,Thursday
2009-06-06 22:10:19,Apparently skinny = sexy. I am not a fan ,negative,sentiment140,0.0,22.0,Saturday
2009-05-10 00:57:24,@Lesley_M make sure you watch in HD ,positive,sentiment140,1.0,0.0,Sunday
2009-06-19 05:17:00,@varicool @robygirl53 I put the response I got on facebook. ,negative,sentiment140,0.0,5.0,Friday
2009-05-17 04:25:57,"Just so everyone knows, if you try to text me today, I won't reply...I ruined my phone, amazing what just a tiny bit of water will do. ",negative,sentiment140,0.0,4.0,Sunday
2009-05-29 13:03:44,@PamelaKKinney You're welcome! Busy busy day for you! ,positive,sentiment140,1.0,13.0,Friday
2009-05-03 08:20:16,@TeachaKidd Wondering why when they can do all this with the brain...why can't they find a cure for HD and save my sister and many others ,negative,sentiment140,0.0,8.0,Sunday
2009-06-07 16:46:30,YEEEESSSSSSSS FINALLY FINISH MY PROJECT ON WHY DO I WANT TO BECOME A MOVIE PRODUCERRR!!!!! ,positive,sentiment140,1.0,16.0,Sunday
2009-06-01 00:51:39,@liveguy just saw the video...haisoos. i was really hoping you didnt mean that kinda t-bag  womp for emmie.,positive,sentiment140,1.0,0.0,Monday
2009-06-23 12:50:55,"@ddlovato Ed McMahon, the legendary American television shoulder is dead ",negative,sentiment140,0.0,12.0,Tuesday
,Quite stunning that #ChatGPT has passed the United States Medical Licensing Examination (USMLE). It takes a smart human 4 years of medical school and more than 2 years of clinical rotations to pass: https://t.co/Ct0JGE4Lun #ai #medicine,positive,chatgpt,1.0,,
2009-06-17 07:36:34,i need a job stupid recession ,negative,sentiment140,0.0,7.0,Wednesday
2009-06-16 01:16:26,"Felt proper sophisticated last night. Glass of Rioja reserva, a packet of mini cheddars and a dairy lee cheese slice. ",positive,sentiment140,1.0,1.0,Tuesday
2009-06-15 22:57:53,drinking with the homies! ,positive,sentiment140,1.0,22.0,Monday
2009-06-02 23:47:19,"@YourGetaway08  ST0RY 0F MY LiFE HUN, GLAD i C0ULD HELP L0L",positive,sentiment140,1.0,23.0,Tuesday
2009-05-17 11:20:44,@catincanicoara  acu ma-nfrupt dintr-o rosie  tnx for the tip ,positive,sentiment140,1.0,11.0,Sunday
2009-06-16 06:00:14,i mean photo of bandit  @andrianiwd,positive,sentiment140,1.0,6.0,Tuesday
2009-05-30 12:20:39,"Oh dear, I'm so behind. ",negative,sentiment140,0.0,12.0,Saturday
2009-06-25 09:32:43,@LizGiangrande Like there's this emptiness inside me. I wish i got a chance to say bye properly to every single person. Idk what to do! ,negative,sentiment140,0.0,9.0,Thursday
2009-06-07 10:24:07,"@4everBrandy and here I thought it meant too many cakes, pies &amp; take out.  I like your version better. God it is.",positive,sentiment140,1.0,10.0,Sunday
,Des Ã©lÃ©ments de ChatGPT pourraient Ãªtre intÃ©grÃ©s dans des applications telles que le service de courriel Outlook ou le moteur de recherche Bing. https://t.co/heprnc6hlp,neutral,chatgpt,0.5,,
2009-05-28 22:23:51,@pyros755 Talaga! You know kuya Raffy? Wala. Just not watching Terminator  Haha,negative,sentiment140,0.0,22.0,Thursday
2009-06-15 01:15:56,"@spookysally Aww, I'm sorry your body is being uncooperative. My right hamstring is sore from too much Wii fit. ",negative,sentiment140,0.0,1.0,Monday
2009-06-06 13:02:32,Congrats to The Bay State for winning the GK Theme Song contest!  http://www.myspace.com/thebaystate,positive,sentiment140,1.0,13.0,Saturday
2009-06-07 05:19:00,off to wash the dishes. ,positive,sentiment140,1.0,5.0,Sunday
2009-05-30 14:49:53,change of plans...NOT going tonight ,negative,sentiment140,0.0,14.0,Saturday
2009-06-18 04:50:49,@MountainLaura lmao. Why did I log off? ,negative,sentiment140,0.0,4.0,Thursday
2009-05-02 10:18:17,"Check it out, a sketchy shot closet! Ribbon fries are the best fattening inventions in fries  http://yfrog.com/27nf4j",positive,sentiment140,1.0,10.0,Saturday
2009-05-10 03:28:09,@DebbieFletcher I really wanted to Conga.. Nobody seemed to like my idea though  Haha!,negative,sentiment140,0.0,3.0,Sunday
2009-06-15 08:45:11,I think I'm getting sick  - my throat kills,negative,sentiment140,0.0,8.0,Monday
2009-06-05 16:28:27,@sarahmichelexo why are you having a sad day? ,negative,sentiment140,0.0,16.0,Friday
2009-06-25 04:19:14,The weather really sucks today ,negative,sentiment140,0.0,4.0,Thursday
2009-06-06 20:50:50,It has begun.  @ Brothers,positive,sentiment140,1.0,20.0,Saturday
2009-06-01 09:21:53,@louisianagrits pour one or two caps of water in each eye... ,positive,sentiment140,1.0,9.0,Monday
2009-05-17 06:02:07,.@EsmeACullen yeah well best you distract yourself so you don't think about those ppl on #noundiessunday!!! just the sexy ones ,positive,sentiment140,1.0,6.0,Sunday
2009-06-06 19:14:30,"@juiceegapeach No problem!  I love that movie. &quot;I hate you, Ninoooooooo.&quot; hahaha Then....&quot;Idolater! Your soul is required in hell!&quot;",positive,sentiment140,1.0,19.0,Saturday
2009-06-02 03:47:55,earth science lab exam today almost done with school ,positive,sentiment140,1.0,3.0,Tuesday
2009-06-02 01:03:08,"thankyou precious people for the birthday messages. thankyou @urbanangelm and @raouldejongh for a yummy brekkie, with chocolate ",positive,sentiment140,1.0,1.0,Tuesday
2009-05-28 22:39:43,@Hanadi7994 @Hanadi7994 ahh yeah idk how i'm going to survive not talking to you guys for 2 weeks  and yess i'll take kabillions of &quot;pi..&quot;,negative,sentiment140,0.0,22.0,Thursday
2009-06-05 18:41:58,@writerdiehl A crucial plot in the middle of the olive orchard and I missed it? You mean the pebble in the monk's sandal?  hehe,positive,sentiment140,1.0,18.0,Friday
2009-06-05 11:43:35,BOUT TO GET MY HAIR BRAIDED...EWWWWWW!!!! DIS RAIN IS KILLIN' ME...SECOND DAMN DAY IN A ROW ,negative,sentiment140,0.0,11.0,Friday
2009-06-22 15:04:38,"90210 was better tonight BUT i miss the final episode next week, and the last two episodes of BNTM,  i'm hating holidays now!",negative,sentiment140,0.0,15.0,Monday
2009-06-15 01:49:13,@thisisryanross I love you Ryan. You always look cute. Especially when you were performing in MTV Asia Awards in Malaysia. ,positive,sentiment140,1.0,1.0,Monday
2009-06-07 15:42:20,@BOBBYFRESH09  i dont know anyone you know!!!!! besides ramses? very interesting accusations though  loving the creativity.,positive,sentiment140,1.0,15.0,Sunday
2009-05-30 14:25:28,kickball is awesome ,positive,sentiment140,1.0,14.0,Saturday
2009-05-18 01:27:21,@MikeOrmond Wooo - finally confirmation that it's a setup and not a VHD.  Have my Win RC x64 VM ready and waiting ,positive,sentiment140,1.0,1.0,Monday
2009-06-05 23:30:43,@rachBAM ah im so bad at this sometimes  haha where are you playing now?,positive,sentiment140,1.0,23.0,Friday
2009-05-31 12:12:15,@dirtydann101 Geeky Girl Twitter Love back atcha!!   (in a very respectable and FU kind of way  ),positive,sentiment140,1.0,12.0,Sunday
2009-06-07 03:14:34,"@dannydeathdisco Sadly, this is the reason why we'll all be out of a job by next March ",negative,sentiment140,0.0,3.0,Sunday
2009-05-31 15:25:46,@mtvawards can other countries view the live feed as well? Thanks for your time. ,positive,sentiment140,1.0,15.0,Sunday
2009-06-16 04:31:52,"@mediahounds No no, we look after all real estate media services, so a one-stop for real estate agencies residential and commercial alike ",positive,sentiment140,1.0,4.0,Tuesday
2009-06-16 18:34:04,Ugh. I don't wanna have any more celebrity crushes. Cuz I get in my feelings like I really know them. I don't like it. ,negative,sentiment140,0.0,18.0,Tuesday
2009-06-16 07:21:14,Happy father's day Daddy ^^ luv ya papa ,positive,sentiment140,1.0,7.0,Tuesday
2009-06-20 12:52:25,Just read a sad story about a girl who had cancer  ,negative,sentiment140,0.0,12.0,Saturday
2009-06-01 04:25:25,"@carla_2405 what, there should be more blondes or you want taller girls? ",positive,sentiment140,1.0,4.0,Monday
2009-06-19 21:08:31,Tried to change my twitter background but the system was too busy to update.   Maybe tomorrow.   ,negative,sentiment140,0.0,21.0,Friday
2009-06-06 09:54:26,@videosawyer @ccmaine @jalensmom @BarbAtSea @xrivergirl Thank you! ,positive,sentiment140,1.0,9.0,Saturday
2009-05-02 10:57:45,@ppvitale I'm sorry I will be missing it  give Kruse my best!,negative,sentiment140,0.0,10.0,Saturday
2009-05-31 00:34:02,wish to all a nice sunday ,positive,sentiment140,1.0,0.0,Sunday
2009-05-28 22:40:58,"@megfowler I walked by a flip-flop store on W.4th today and thought of you. And I think I have a FB account, I can add you ",positive,sentiment140,1.0,22.0,Thursday
2009-05-26 21:50:43,"i want to learn how to sew, i am finding the most amazing sewing projects lately and i have no idea how to do any of them ",negative,sentiment140,0.0,21.0,Tuesday
2009-06-06 10:35:50,at Mike's Graduation ,positive,sentiment140,1.0,10.0,Saturday
2009-06-06 03:25:51,@saydiemason Thank you. ,positive,sentiment140,1.0,3.0,Saturday
2009-05-31 01:10:12, vacations over today,negative,sentiment140,0.0,1.0,Sunday
2009-05-22 02:03:28,@jessicastrust Good Morning Sir   #FollowFriday,positive,sentiment140,1.0,2.0,Friday
2009-06-07 17:15:05,"@angie24fan woohoo, keep the drinks a flowing ",positive,sentiment140,1.0,17.0,Sunday
2009-06-07 21:02:18,@L_Star22 @WayneDaStar @_strokemyEGO Thank you!!!!!!!!!!!!!!! ,positive,sentiment140,1.0,21.0,Sunday
2009-06-15 23:32:13,@ominous_l are you a senior?  if so when and where is your grad nite?,positive,sentiment140,1.0,23.0,Monday
2009-06-18 08:28:02,Quarantined...you would think that would make me super-productive with at-home projects...it isn't ,negative,sentiment140,0.0,8.0,Thursday
2009-04-18 15:40:16,OMG! @BT's track &quot;Love Comes Again&quot; being played on #asot400! ,positive,sentiment140,1.0,15.0,Saturday
2009-05-10 02:12:20,"&quot;Thick as pig shit - went to Oxford&quot; - Helena's (Cantab) friend's description of me to her boyfriend, yesterday... ",positive,sentiment140,1.0,2.0,Sunday
2009-06-01 05:56:09,Go knows and plans everything well ,positive,sentiment140,1.0,5.0,Monday
2009-05-03 18:46:04,Just saved 7 baby ducks stuck in a sewage drain. I feel all warm and fuzzy now ,positive,sentiment140,1.0,18.0,Sunday
2009-06-20 17:26:13,Has two shifts to do today ,negative,sentiment140,0.0,17.0,Saturday
2009-06-05 23:10:54,@officialnjonas the songs on ur new album sound great.. especially 'before the storm' ,positive,sentiment140,1.0,23.0,Friday
2009-06-22 12:35:36,"Fathers Day came and went, 1 card or call, not much to ask, children can be so cruel at times ",negative,sentiment140,0.0,12.0,Monday
2009-06-01 04:59:43,going to my besties Nicole_Innes to hangout for the day. ooh i do love the sun! ,positive,sentiment140,1.0,4.0,Monday
2009-06-05 11:34:39,@ludajuice me tooo it sucks ,negative,sentiment140,0.0,11.0,Friday
2009-06-24 22:31:57,@myspecialks Oh no! Poor sweetie. That's just terrible. ,negative,sentiment140,0.0,22.0,Wednesday
2009-06-18 17:24:59,ok i removed a bunch .. sorry ,negative,sentiment140,0.0,17.0,Thursday
2009-06-15 01:51:14,@lucydurack is following me!!!! well that made my day!!! ,positive,sentiment140,1.0,1.0,Monday
2009-06-19 16:40:20,another migraine ,negative,sentiment140,0.0,16.0,Friday
2009-06-06 14:11:12,@JLSOfficial . I LOVE YOUR NEW SONG  woop woop  .xx,positive,sentiment140,1.0,14.0,Saturday
2009-04-07 08:40:12,is sad now the guy i like is offline ,negative,sentiment140,0.0,8.0,Tuesday
2009-05-03 20:26:38,@glenkrueger those are the best moment ever! ,positive,sentiment140,1.0,20.0,Sunday
2009-05-31 15:25:08,"so, goodnight everyone! this was a good day until I hit my toe. don't know how well I'll sleep since it hurts  tweet ya in 7h! be blessed!",negative,sentiment140,0.0,15.0,Sunday
2009-05-16 20:34:05,@j3nna dude! people liked our toques. hahaha ) love it. COOKIE MUST SEE IT. ,positive,sentiment140,1.0,20.0,Saturday
2009-06-16 03:53:42,note to self: twitter in 10 mins ,positive,sentiment140,1.0,3.0,Tuesday
2009-06-03 01:46:10,feels like cack!!small children need to sleep more ,negative,sentiment140,0.0,1.0,Wednesday
2009-06-07 19:26:59,Bleh...  goodnight everybody.,negative,sentiment140,0.0,19.0,Sunday
2009-05-22 01:59:31,very very happy!!!  tw0 m0re pe0ple reviewed my fan ficti0n...   ,positive,sentiment140,1.0,1.0,Friday
2009-05-03 23:02:01,@jhillstephens HELLOOOOOO  I'm back!,positive,sentiment140,1.0,23.0,Sunday
2009-06-18 21:01:45,@Mysticpurz don't think so  just Foxwoods,negative,sentiment140,0.0,21.0,Thursday
,ChatGPT me bloqueou depois de eu ter feito ele falar que Ã© possive criar um exercito de soldados humanos controlado remotamente via realidade virtual ð¤§,neutral,chatgpt,0.5,,
2009-06-21 00:03:19,"@realdetective Boo, I don't have an Icee bb  BRB...",negative,sentiment140,0.0,0.0,Sunday
2009-06-02 19:08:52,Mikes! and I'm officially bummed that I didn't go tonight  #phish,negative,sentiment140,0.0,19.0,Tuesday
2009-05-17 08:02:24,birthday too meee.  morning.,positive,sentiment140,1.0,8.0,Sunday
2009-06-01 17:37:53,"@Sir_Racer Nope, all's fair in war and war ",positive,sentiment140,1.0,17.0,Monday
2009-06-01 04:43:25,I just came back from my first day of HS. I can't imagine I'm going to go home at 7. I'm going to faint. ,negative,sentiment140,0.0,4.0,Monday
2009-06-06 12:14:15,@whitney_b good good ,positive,sentiment140,1.0,12.0,Saturday
2009-04-20 04:43:34,"@canadalittlebea Hey, no problem! I like getting followers! And I'm pleased to follow you back! ",positive,sentiment140,1.0,4.0,Monday
2009-05-18 03:29:52,Completed Race for Life yesterday with Mum and all the Alex Ladies! Congratulations everyone!   NEVER seen rain and wind like it!! hahaha,positive,sentiment140,1.0,3.0,Monday
2009-06-18 00:23:48,ugh  lol. sleepy and annoyed.,negative,sentiment140,0.0,0.0,Thursday
2009-05-31 03:28:11,@dinafragola dina that's terrible to hear   hope you are ok .. and I hope the cat will be ok too *hugs*,negative,sentiment140,0.0,3.0,Sunday
,@gregyoung @ChatGPT that was the first thing I actually used it for :),positive,chatgpt,1.0,,
2009-06-23 14:05:27,Arms still hurt + swollen from injections. owieee.  x,negative,sentiment140,0.0,14.0,Tuesday
2009-06-19 10:50:38,@JustTam its @djdnice's b-day but you'll be in DC ,negative,sentiment140,0.0,10.0,Friday
,"Future book titles:

Structure and Interpretation of Latent Spaces

The Symbol and the Neuron: Musings on Synthetic Minds

Building Ethical Minions with SentientNet 3.2

Prompt Engineering for Beginners

Hardcore Heuristics

ChatGPT Internals

Refactoring (LLM edition)",positive,chatgpt,1.0,,
2009-05-29 22:24:14,@cgreathouse you're a poet. You are by default into hippies ,positive,sentiment140,1.0,22.0,Friday
2009-06-21 09:28:59,I wish i could see my dad but he lives 3000 miles away.  hope everyone has a great day spending it with their dads!,negative,sentiment140,0.0,9.0,Sunday
